strategy,signal_day,signal_timestamp,side,liquidity,requested_qty,reference_price,reason,regime,anchor_price,order_price,day,timestamp,qty,fill_price_gross,fill_price_net,fill_price,visible_depth_used,visible_depth_available,slippage_ticks,book_state_at_fill,best_bid_at_fill,best_ask_at_fill,clean_mid_at_fill,fill_source,forced_flat,profile,inventory_after,cash_gross_after,cash_net_after,edge_ticks,fwd_mid_move_1,fwd_mid_move_5,fwd_mid_move_10,signed_mid_move_1,signed_mid_move_5,signed_mid_move_10
ASH_COATED_OSMIUM_RegimeMM,-2,800,sell,passive,5.0,9999.833333333334,normal_passive_sell,normal,10000.0,10004.0,-2,900,5.0,9998.0,9998.0,9998.0,5.0,8.0,0.0,both_sides,9993.0,9998.0,9995.5,move_through,False,loose,-5.0,49990.0,49990.0,-1.8333333333339397,4.0,5.5,6.5,-4.0,-5.5,-6.5
ASH_COATED_OSMIUM_RegimeMM,-2,2400,sell,passive,5.0,10001.82191780822,normal_passive_sell,normal,10001.0,10006.0,-2,2500,4.5,10011.0,10011.0,10011.0,4.5,14.0,0.0,both_sides,9992.0,10011.0,10001.5,trade_touch,False,loose,-9.5,95039.5,95039.5,9.17808219178005,1.5,0.5,1.0,-1.5,-0.5,-1.0
ASH_COATED_OSMIUM_RegimeMM,-2,7900,buy,passive,5.0,10005.9,normal_passive_buy,normal,10004.0,10001.0,-2,8000,4.5,10006.0,10006.0,10006.0,4.5,6.0,0.0,both_sides,10006.0,10013.0,10009.5,move_through,False,loose,-5.0,50012.5,50012.5,-0.1000000000003638,-4.5,-4.5,-3.5,-4.5,-4.5,-3.5
ASH_COATED_OSMIUM_RegimeMM,-2,12800,buy,passive,5.0,10009.0,normal_passive_buy,normal,10008.0,10005.0,-2,12900,5.0,10001.0,10001.0,10001.0,5.0,10.0,0.0,bid_only,10001.0,,10009.0,trade_touch,False,loose,0.0,7.5,7.5,8.0,0.0,-1.0,0.0,0.0,-1.0,0.0
ASH_COATED_OSMIUM_RegimeMM,-2,14900,sell,passive,5.0,10009.48717948718,normal_passive_sell,normal,10009.0,10014.0,-2,15000,0.5,10016.0,10016.0,10016.0,0.5,10.0,0.0,both_sides,10000.0,10016.0,10008.0,trade_touch,False,loose,-0.5,5015.5,5015.5,6.512820512820326,0.0,-1.0,0.0,-0.0,1.0,-0.0
ASH_COATED_OSMIUM_RegimeMM,-2,15000,sell,passive,5.0,10008.587804878049,normal_passive_sell,normal,10009.0,10013.0,-2,15100,1.25,10016.0,10016.0,10016.0,1.25,15.0,0.0,both_sides,10000.0,10016.0,10008.0,trade_touch,False,loose,-1.75,17535.5,17535.5,7.412195121951299,-1.0,-2.0,-2.0,1.0,2.0,2.0
ASH_COATED_OSMIUM_RegimeMM,-2,15800,buy,passive,5.0,10008.6,normal_passive_buy,normal,10008.75,10004.0,-2,15900,2.75,9995.0,9995.0,9995.0,2.75,25.0,0.0,both_sides,9995.0,10014.0,10004.5,trade_touch,False,loose,1.0,-9950.75,-9950.75,13.600000000000364,3.5,0.5,1.0,3.5,0.5,1.0
ASH_COATED_OSMIUM_RegimeMM,-2,17300,sell,passive,5.0,10007.25,normal_passive_sell,normal,10007.25,10012.0,-2,17400,1.5,10014.0,10014.0,10014.0,1.5,10.0,0.0,both_sides,9998.0,10014.0,10006.0,trade_touch,False,loose,-0.5,5070.25,5070.25,6.75,0.0,0.0,2.5,-0.0,-0.0,-2.5
ASH_COATED_OSMIUM_RegimeMM,-2,23700,sell,passive,5.0,10006.1,normal_passive_sell,normal,10006.0,10011.0,-2,23800,5.0,10003.0,10003.0,10003.0,5.0,7.0,0.0,both_sides,9997.0,10003.0,10000.0,move_through,False,loose,-5.5,55085.25,55085.25,-3.100000000000364,5.0,5.0,5.0,-5.0,-5.0,-5.0
ASH_COATED_OSMIUM_RegimeMM,-2,23900,sell,passive,5.0,10007.1,normal_passive_sell,normal,10006.0,10012.0,-2,24000,2.5,10013.0,10013.0,10013.0,2.5,14.0,0.0,both_sides,9997.0,10013.0,10005.0,trade_touch,False,loose,-8.0,80117.75,80117.75,5.899999999999636,0.0,-1.0,0.0,-0.0,1.0,-0.0
