strategy,profile,day,timestamp,inventory,cash_gross,cash_net,clean_mid,equity_gross,equity_net,book_state,near_limit
ASH_COATED_OSMIUM_Candidate_G,strict,-2,100,0.0,0.0,0.0,10000.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,200,0.0,0.0,0.0,10000.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,300,0.0,0.0,0.0,10000.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,400,0.0,0.0,0.0,10000.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,500,0.0,0.0,0.0,10000.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,600,0.0,0.0,0.0,9999.5,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,700,0.0,0.0,0.0,10000.5,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,800,0.0,0.0,0.0,10002.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,900,0.0,0.0,0.0,9995.5,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,1000,0.0,0.0,0.0,9999.5,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,1100,0.0,0.0,0.0,10001.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,1200,0.0,0.0,0.0,10001.0,0.0,0.0,ask_only,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,1300,0.0,0.0,0.0,10002.5,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,1400,0.0,0.0,0.0,10001.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,1500,0.0,0.0,0.0,10002.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,1600,0.0,0.0,0.0,10002.0,0.0,0.0,bid_only,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,1700,0.0,0.0,0.0,10004.5,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,1800,0.0,0.0,0.0,10002.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,1900,0.0,0.0,0.0,10002.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,2000,0.0,0.0,0.0,10000.5,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,2100,0.0,0.0,0.0,10002.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,2200,0.0,0.0,0.0,10002.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,2300,0.0,0.0,0.0,10005.5,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,2400,0.0,0.0,0.0,10001.5,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,2500,-1.0,10011.0,10011.0,10001.5,9.5,9.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,2600,-1.0,10011.0,10011.0,10003.0,8.0,8.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,2700,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,2800,-1.0,10011.0,10011.0,10003.0,8.0,8.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,2900,-1.0,10011.0,10011.0,10003.0,8.0,8.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,3000,-1.0,10011.0,10011.0,10002.0,9.0,9.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,3100,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,3200,-1.0,10011.0,10011.0,10005.0,6.0,6.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,3300,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,3400,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,3500,-1.0,10011.0,10011.0,10002.5,8.5,8.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,3600,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,3700,-1.0,10011.0,10011.0,10002.0,9.0,9.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,3800,-1.0,10011.0,10011.0,10003.0,8.0,8.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,3900,-1.0,10011.0,10011.0,10003.0,8.0,8.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,4000,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,4100,-1.0,10011.0,10011.0,10003.5,7.5,7.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,4200,-1.0,10011.0,10011.0,10004.5,6.5,6.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,4300,-1.0,10011.0,10011.0,10006.0,5.0,5.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,4400,-1.0,10011.0,10011.0,10006.0,5.0,5.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,4500,-1.0,10011.0,10011.0,10005.0,6.0,6.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,4600,-1.0,10011.0,10011.0,10006.5,4.5,4.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,4700,-1.0,10011.0,10011.0,10006.5,4.5,4.5,ask_only,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,4800,-1.0,10011.0,10011.0,10001.0,10.0,10.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,4900,-1.0,10011.0,10011.0,10005.0,6.0,6.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,5000,-1.0,10011.0,10011.0,10005.0,6.0,6.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,5100,-1.0,10011.0,10011.0,10005.0,6.0,6.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,5200,-1.0,10011.0,10011.0,10003.5,7.5,7.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,5300,-1.0,10011.0,10011.0,10007.0,4.0,4.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,5400,-1.0,10011.0,10011.0,10003.5,7.5,7.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,5500,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,5600,-1.0,10011.0,10011.0,10004.0,7.0,7.0,bid_only,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,5700,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,5800,-1.0,10011.0,10011.0,10006.5,4.5,4.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,5900,-1.0,10011.0,10011.0,10005.5,5.5,5.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,6000,-1.0,10011.0,10011.0,10001.0,10.0,10.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,6100,-1.0,10011.0,10011.0,10005.0,6.0,6.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,6200,-1.0,10011.0,10011.0,10005.0,6.0,6.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,6300,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,6400,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,6500,-1.0,10011.0,10011.0,10004.0,7.0,7.0,bid_only,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,6600,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,6700,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,6800,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,6900,-1.0,10011.0,10011.0,10004.5,6.5,6.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,7000,-1.0,10011.0,10011.0,10003.0,8.0,8.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,7100,-1.0,10011.0,10011.0,10003.0,8.0,8.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,7200,-1.0,10011.0,10011.0,10002.5,8.5,8.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,7300,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,7400,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,7500,-1.0,10011.0,10011.0,10005.0,6.0,6.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,7600,-1.0,10011.0,10011.0,10006.0,5.0,5.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,7700,-1.0,10011.0,10011.0,10003.5,7.5,7.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,7800,-1.0,10011.0,10011.0,10008.5,2.5,2.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,7900,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,8000,-1.0,10011.0,10011.0,10009.5,1.5,1.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,8100,-1.0,10011.0,10011.0,10005.0,6.0,6.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,8200,-1.0,10011.0,10011.0,10004.5,6.5,6.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,8300,-1.0,10011.0,10011.0,10006.0,5.0,5.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,8400,-1.0,10011.0,10011.0,10005.0,6.0,6.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,8500,-1.0,10011.0,10011.0,10005.0,6.0,6.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,8600,-1.0,10011.0,10011.0,10004.0,7.0,7.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,8700,-1.0,10011.0,10011.0,10005.0,6.0,6.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,8800,-1.0,10011.0,10011.0,10005.0,6.0,6.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,8900,-1.0,10011.0,10011.0,10008.0,3.0,3.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,9000,-1.0,10011.0,10011.0,10006.0,5.0,5.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,9100,-1.0,10011.0,10011.0,10006.5,4.5,4.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,9200,-1.0,10011.0,10011.0,10006.0,5.0,5.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,9300,-1.0,10011.0,10011.0,10006.0,5.0,5.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,9400,-1.0,10011.0,10011.0,10005.5,5.5,5.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,9500,-1.0,10011.0,10011.0,10007.0,4.0,4.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,9600,-1.0,10011.0,10011.0,10007.0,4.0,4.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,9700,-1.0,10011.0,10011.0,10008.0,3.0,3.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,9800,-1.0,10011.0,10011.0,10008.0,3.0,3.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,9900,-1.0,10011.0,10011.0,10008.0,3.0,3.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,10000,-1.0,10011.0,10011.0,10006.5,4.5,4.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,10100,-1.0,10011.0,10011.0,10008.0,3.0,3.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,10200,-1.0,10011.0,10011.0,10008.0,3.0,3.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,10300,-1.0,10011.0,10011.0,10009.0,2.0,2.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,10400,-1.0,10011.0,10011.0,10012.0,-1.0,-1.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,10500,-1.0,10011.0,10011.0,10010.0,1.0,1.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,10600,-1.0,10011.0,10011.0,10010.5,0.5,0.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,10700,-1.0,10011.0,10011.0,10007.0,4.0,4.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,10800,-1.0,10011.0,10011.0,10008.0,3.0,3.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,10900,-1.0,10011.0,10011.0,10010.0,1.0,1.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,11000,-1.0,10011.0,10011.0,10009.0,2.0,2.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,11100,-1.0,10011.0,10011.0,10009.0,2.0,2.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,11200,-1.0,10011.0,10011.0,10009.0,2.0,2.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,11300,-1.0,10011.0,10011.0,10008.0,3.0,3.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,11400,-1.0,10011.0,10011.0,10008.0,3.0,3.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,11500,-1.0,10011.0,10011.0,10010.0,1.0,1.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,11600,-1.0,10011.0,10011.0,10011.5,-0.5,-0.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,11700,-1.0,10011.0,10011.0,10011.5,-0.5,-0.5,ask_only,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,11800,-1.0,10011.0,10011.0,10008.0,3.0,3.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,11900,-1.0,10011.0,10011.0,10008.0,3.0,3.0,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,12000,-1.0,10011.0,10011.0,10006.5,4.5,4.5,both_sides,False
ASH_COATED_OSMIUM_Candidate_G,strict,-2,12100,-1.0,10011.0,10011.0,10008.5,2.5,2.5,both_sides,False
