strategy,signal_day,signal_timestamp,side,liquidity,requested_qty,reference_price,reason,regime,anchor_price,order_price,day,timestamp,qty,fill_price_gross,fill_price_net,fill_price,visible_depth_used,visible_depth_available,slippage_ticks,book_state_at_fill,best_bid_at_fill,best_ask_at_fill,clean_mid_at_fill,fill_source,forced_flat,profile,inventory_after,cash_gross_after,cash_net_after,edge_ticks,fwd_mid_move_1,fwd_mid_move_5,fwd_mid_move_10,signed_mid_move_1,signed_mid_move_5,signed_mid_move_10
ASH_COATED_OSMIUM_RegimeMM,-2,2400,sell,passive,5.0,10000.82191780822,normal_passive_sell,normal,10001.0,10005.0,-2,2500,1.0,10011.0,10011.0,10011.0,1.0,14.0,0.0,both_sides,9992.0,10011.0,10001.5,trade_touch,False,strict,-1.0,10011.0,10011.0,10.17808219178005,1.5,0.5,1.0,-1.5,-0.5,-1.0
ASH_COATED_OSMIUM_RegimeMM,-2,12800,buy,passive,5.0,10008.2,normal_passive_buy,normal,10008.0,10004.0,-2,12900,4.0,10001.0,10001.0,10001.0,4.0,10.0,0.0,bid_only,10001.0,,10009.0,trade_touch,False,strict,3.0,-29993.0,-29993.0,7.200000000000728,0.0,-1.0,0.0,0.0,-1.0,0.0
ASH_COATED_OSMIUM_RegimeMM,-2,28700,sell,passive,2.5,10002.918518518518,defensive_passive_sell,defensive,10004.0,10011.0,-2,28800,2.5,10011.0,10011.0,10011.0,2.5,12.0,0.0,both_sides,9995.0,10011.0,10003.0,trade_touch,False,strict,0.5,-4965.5,-4965.5,8.081481481482115,0.0,-0.5,-2.0,-0.0,0.5,2.0
ASH_COATED_OSMIUM_RegimeMM,-2,30600,sell,passive,5.0,10002.9,normal_passive_sell,normal,10003.0,10007.0,-2,30700,0.5,10012.0,10012.0,10012.0,0.5,11.0,0.0,both_sides,9996.0,10012.0,10004.0,trade_touch,False,strict,0.0,40.5,40.5,9.100000000000364,-1.0,0.0,-1.0,1.0,-0.0,1.0
ASH_COATED_OSMIUM_RegimeMM,-2,32900,sell,passive,5.0,10003.0,normal_passive_sell,normal,10003.0,10007.0,-2,33000,2.5,10013.0,10013.0,10013.0,2.5,13.0,0.0,both_sides,9997.0,10013.0,10005.0,trade_touch,False,strict,-2.5,25073.0,25073.0,10.0,0.5,-1.5,-1.0,-0.5,1.5,1.0
ASH_COATED_OSMIUM_RegimeMM,-2,36600,sell,passive,5.0,10005.705479452055,normal_passive_sell,normal,10005.0,10010.0,-2,36700,3.0,10012.0,10012.0,10012.0,3.0,14.0,0.0,both_sides,9996.0,10012.0,10004.0,trade_touch,False,strict,-5.5,55109.0,55109.0,6.294520547944558,-1.0,0.0,1.0,1.0,-0.0,-1.0
ASH_COATED_OSMIUM_RegimeMM,-2,41900,sell,passive,5.0,10004.58275862069,normal_passive_sell,normal,10004.0,10009.0,-2,42000,2.0,10006.0,10006.0,10006.0,2.0,4.0,0.0,both_sides,9996.0,10006.0,10001.0,trade_touch,False,strict,-7.5,75121.0,75121.0,1.4172413793094165,7.5,-1.0,2.0,-7.5,1.0,-2.0
ASH_COATED_OSMIUM_RegimeMM,-2,47900,sell,passive,5.0,10005.5,normal_passive_sell,normal,10004.0,10010.0,-2,48000,3.5,10014.0,10014.0,10014.0,3.5,13.0,0.0,both_sides,9998.0,10014.0,10006.0,trade_touch,False,strict,-11.0,110170.0,110170.0,8.5,-1.0,0.0,0.0,1.0,-0.0,-0.0
ASH_COATED_OSMIUM_RegimeMM,-2,67200,buy,passive,5.0,10000.689361702129,normal_passive_buy,normal,9998.0,9996.0,-2,67300,3.0,9989.0,9989.0,9989.0,3.0,10.0,0.0,both_sides,9989.0,10005.0,9997.0,trade_touch,False,strict,-8.0,80203.0,80203.0,11.689361702128735,0.0,0.0,-1.0,0.0,0.0,-1.0
ASH_COATED_OSMIUM_RegimeMM,-2,72800,buy,passive,2.5,9998.533333333333,defensive_passive_buy,defensive,9997.0,9990.0,-2,72900,1.5,9990.0,9990.0,9990.0,1.5,15.0,0.0,both_sides,9990.0,10006.0,9998.0,trade_touch,False,strict,-6.5,65218.0,65218.0,8.533333333332848,-1.0,1.0,1.0,-1.0,1.0,1.0
