strategy,profile,day,timestamp,inventory,cash_gross,cash_net,clean_mid,equity_gross,equity_net,book_state,near_limit
ASH_COATED_OSMIUM_RegimeMM,loose,-2,100,0.0,0.0,0.0,10000.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,200,0.0,0.0,0.0,10000.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,300,0.0,0.0,0.0,10000.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,400,0.0,0.0,0.0,10000.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,500,0.0,0.0,0.0,10000.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,600,0.0,0.0,0.0,9999.5,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,700,0.0,0.0,0.0,10000.5,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,800,0.0,0.0,0.0,10002.0,0.0,0.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,900,-6.0,59988.0,59988.0,9995.5,15.0,15.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,1000,-6.0,59988.0,59988.0,9999.5,-9.0,-9.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,1100,-6.0,59988.0,59988.0,10001.0,-18.0,-18.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,1200,-6.0,59988.0,59988.0,10001.0,-18.0,-18.0,ask_only,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,1300,-6.0,59988.0,59988.0,10002.5,-27.0,-27.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,1400,-6.0,59988.0,59988.0,10001.0,-18.0,-18.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,1500,-6.0,59988.0,59988.0,10002.0,-24.0,-24.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,1600,-6.0,59988.0,59988.0,10002.0,-24.0,-24.0,bid_only,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,1700,-6.0,59988.0,59988.0,10004.5,-39.0,-39.0,both_sides,False
ASH_COATED_OSMIUM_RegimeMM,loose,-2,1800,-6.0,59988.0,59988.0,10002.0,-24.0,-24.0,both_sides,False
